type,placeType,category,keywords_ko,keywords_cn,keywords_en,keywords_ja,keywords_fr,keywords_de,keywords_es,keywords_pt,keywords_vi,keywords_th,keywords_id,keywords_ms
landmark,YG Entertainment,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,FNC Entertainment,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,Starship Ent.,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,Subway Station,,지하철역|전철역,地铁站|地铁|生日广告|应援广告,subway station|metro|birthday ad|fan ad,地下鉄駅|地下鉄|誕生日広告|応援広告,station de métro|métro|publicité anniversaire,U-Bahnstation|U-Bahn|Geburtstagswerbung,estación de metro|metro|anuncio de cumpleaños,estação de metrô|metrô|anúncio de aniversário,ga tàu điện ngầm|tàu điện ngầm|quảng cáo sinh nhật,สถานีรถไฟฟ้าใต้ดิน|รถไฟฟ้า|โฆษณาวันเกิด,stasiun kereta bawah tanah|MRT|iklan ulang tahun,stesen kereta api bawah tanah|MRT|iklan hari jadi
landmark,Restaurant,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,K-Town,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,KSPO DOME,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,KBS Music Bank,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,CJ ENM Center,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,MBC Sangam,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,Arirang TV,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운|아리랑티비,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,Lunch Box / Snacks,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운|아리랑티비,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark,End of Show,,JYP|YG|기획사|FNC|SM|STARSHIP|스타쉽|FNC|K-POP|drama|k-팝|cn-enm|kspo dome|연예인맛집|celebrity restaurant|방송국|KBS|MBC|BROAD CAST|K-TOWN|K-타운|아리랑티비,K-POP|韩流|经纪公司|偶像|练习生|应援|演唱会|出道|粉丝见面会|签名会,K-pop|hallyu|agency|idol|trainee|fan support|concert|debut|fan meeting|fansign,K-POP|韓流|事務所|アイドル|練習生|応援|コンサート|デビュー|ファンミーティング,K-pop|hallyu|agence|idole|stagiaire|concert|fan meeting,K-Pop|Hallyu|Agentur|Idol|Trainee|Konzert|Fan-Meeting,K-pop|hallyu|agencia|ídolo|aprendiz|concierto|fan meeting,K-pop|hallyu|agência|ídolo|trainee|concerto|fan meeting,K-pop|hallyu|công ty giải trí|thần tượng|thực tập sinh|concert|fan meeting,เคป็อป|ฮัลยู|ค่ายเพลง|ไอดอล|เด็กฝึก|คอนเสิร์ต|แฟนมีตติ้ง,K-pop|hallyu|agensi|idol|trainee|konser|fan meeting,K-pop|hallyu|agensi|idol|pelatih|konsert|fan meeting
landmark, Seongeup Folk Village,,성읍민속마을|오라동메밀밭|오라동|해녀마을|하도리,济州岛|城邑民俗村|橘子园|荞麦田|海女|油菜花|偶来小路|海岸公路|济州美食,jeju|seongeup folk village|tangerine farm|buckwheat|haenyeo|olle trail|coastal road,済州島|城邑民俗村|みかん農園|蕎麦畑|海女|オルレの道|海岸道路,Jeju|village folklorique|ferme de mandarines|sarrasin|haenyeo|route côtière,Jeju|Volksdorf|Mandarinenfarm|Buchweizen|Haenyeo|Küstenstraße,Jeju|aldea folclórica|granja de mandarinas|trigo sarraceno|haenyeo|ruta costera,Jeju|aldeia folclórica|fazenda de tangerinas|trigo sarraceno|haenyeo|rota costeira,Jeju|làng dân gian|trang trại quýt|kiều mạch|haenyeo|đường ven biển,เชจู|หมู่บ้านพื้นบ้าน|สวนส้ม|ทุ่งบัควีท|แฮนยอ|เส้นทางชายฝั่ง,Jeju|desa rakyat|kebun jeruk|soba|haenyeo|jalan pantai,Jeju|kampung rakyat|ladang limau|soba|haenyeo|jalan pantai
landmark,Stone Wall Path,,성읍민속마을|오라동메밀밭|오라동|해녀마을|하도리,济州岛|城邑民俗村|橘子园|荞麦田|海女|油菜花|偶来小路|海岸公路|济州美食,jeju|seongeup folk village|tangerine farm|buckwheat|haenyeo|olle trail|coastal road,済州島|城邑民俗村|みかん農園|蕎麦畑|海女|オルレの道|海岸道路,Jeju|village folklorique|ferme de mandarines|sarrasin|haenyeo|route côtière,Jeju|Volksdorf|Mandarinenfarm|Buchweizen|Haenyeo|Küstenstraße,Jeju|aldea folclórica|granja de mandarinas|trigo sarraceno|haenyeo|ruta costera,Jeju|aldeia folclórica|fazenda de tangerinas|trigo sarraceno|haenyeo|rota costeira,Jeju|làng dân gian|trang trại quýt|kiều mạch|haenyeo|đường ven biển,เชจู|หมู่บ้านพื้นบ้าน|สวนส้ม|ทุ่งบัควีท|แฮนยอ|เส้นทางชายฝั่ง,Jeju|desa rakyat|kebun jeruk|soba|haenyeo|jalan pantai,Jeju|kampung rakyat|ladang limau|soba|haenyeo|jalan pantai
landmark,Tangerine Farm,,성읍민속마을|오라동메밀밭|오라동|해녀마을|하도리,济州岛|城邑民俗村|橘子园|荞麦田|海女|油菜花|偶来小路|海岸公路|济州美食,jeju|seongeup folk village|tangerine farm|buckwheat|haenyeo|olle trail|coastal road,済州島|城邑民俗村|みかん農園|蕎麦畑|海女|オルレの道|海岸道路,Jeju|village folklorique|ferme de mandarines|sarrasin|haenyeo|route côtière,Jeju|Volksdorf|Mandarinenfarm|Buchweizen|Haenyeo|Küstenstraße,Jeju|aldea folclórica|granja de mandarinas|trigo sarraceno|haenyeo|ruta costera,Jeju|aldeia folclórica|fazenda de tangerinas|trigo sarraceno|haenyeo|rota costeira,Jeju|làng dân gian|trang trại quýt|kiều mạch|haenyeo|đường ven biển,เชจู|หมู่บ้านพื้นบ้าน|สวนส้ม|ทุ่งบัควีท|แฮนยอ|เส้นทางชายฝั่ง,Jeju|desa rakyat|kebun jeruk|soba|haenyeo|jalan pantai,Jeju|kampung rakyat|ladang limau|soba|haenyeo|jalan pantai
landmark,Buckwheat Field,,성읍민속마을|오라동메밀밭|오라동|해녀마을|하도리,济州岛|城邑民俗村|橘子园|荞麦田|海女|油菜花|偶来小路|海岸公路|济州美食,jeju|seongeup folk village|tangerine farm|buckwheat|haenyeo|olle trail|coastal road,済州島|城邑民俗村|みかん農園|蕎麦畑|海女|オルレの道|海岸道路,Jeju|village folklorique|ferme de mandarines|sarrasin|haenyeo|route côtière,Jeju|Volksdorf|Mandarinenfarm|Buchweizen|Haenyeo|Küstenstraße,Jeju|aldea folclórica|granja de mandarinas|trigo sarraceno|haenyeo|ruta costera,Jeju|aldeia folclórica|fazenda de tangerinas|trigo sarraceno|haenyeo|rota costeira,Jeju|làng dân gian|trang trại quýt|kiều mạch|haenyeo|đường ven biển,เชจู|หมู่บ้านพื้นบ้าน|สวนส้ม|ทุ่งบัควีท|แฮนยอ|เส้นทางชายฝั่ง,Jeju|desa rakyat|kebun jeruk|soba|haenyeo|jalan pantai,Jeju|kampung rakyat|ladang limau|soba|haenyeo|jalan pantai
landmark,Beach,,성읍민속마을|오라동메밀밭|오라동|해녀마을|하도리,济州岛|城邑民俗村|橘子园|荞麦田|海女|油菜花|偶来小路|海岸公路|济州美食,jeju|seongeup folk village|tangerine farm|buckwheat|haenyeo|olle trail|coastal road,済州島|城邑民俗村|みかん農園|蕎麦畑|海女|オルレの道|海岸道路,Jeju|village folklorique|ferme de mandarines|sarrasin|haenyeo|route côtière,Jeju|Volksdorf|Mandarinenfarm|Buchweizen|Haenyeo|Küstenstraße,Jeju|aldea folclórica|granja de mandarinas|trigo sarraceno|haenyeo|ruta costera,Jeju|aldeia folclórica|fazenda de tangerinas|trigo sarraceno|haenyeo|rota costeira,Jeju|làng dân gian|trang trại quýt|kiều mạch|haenyeo|đường ven biển,เชจู|หมู่บ้านพื้นบ้าน|สวนส้ม|ทุ่งบัควีท|แฮนยอ|เส้นทางชายฝั่ง,Jeju|desa rakyat|kebun jeruk|soba|haenyeo|jalan pantai,Jeju|kampung rakyat|ladang limau|soba|haenyeo|jalan pantai
landmark,Hallasan,,성읍민속마을|오라동메밀밭|오라동|해녀마을|하도리,济州岛|城邑民俗村|橘子园|荞麦田|海女|油菜花|偶来小路|海岸公路|济州美食,jeju|seongeup folk village|tangerine farm|buckwheat|haenyeo|olle trail|coastal road,済州島|城邑民俗村|みかん農園|蕎麦畑|海女|オルレの道|海岸道路,Jeju|village folklorique|ferme de mandarines|sarrasin|haenyeo|route côtière,Jeju|Volksdorf|Mandarinenfarm|Buchweizen|Haenyeo|Küstenstraße,Jeju|aldea folclórica|granja de mandarinas|trigo sarraceno|haenyeo|ruta costera,Jeju|aldeia folclórica|fazenda de tangerinas|trigo sarraceno|haenyeo|rota costeira,Jeju|làng dân gian|trang trại quýt|kiều mạch|haenyeo|đường ven biển,เชจู|หมู่บ้านพื้นบ้าน|สวนส้ม|ทุ่งบัควีท|แฮนยอ|เส้นทางชายฝั่ง,Jeju|desa rakyat|kebun jeruk|soba|haenyeo|jalan pantai,Jeju|kampung rakyat|ladang limau|soba|haenyeo|jalan pantai
landmark,Market,,성읍민속마을|오라동메밀밭|오라동|해녀마을|하도리,济州岛|城邑民俗村|橘子园|荞麦田|海女|油菜花|偶来小路|海岸公路|济州美食,jeju|seongeup folk village|tangerine farm|buckwheat|haenyeo|olle trail|coastal road,済州島|城邑民俗村|みかん農園|蕎麦畑|海女|オルレの道|海岸道路,Jeju|village folklorique|ferme de mandarines|sarrasin|haenyeo|route côtière,Jeju|Volksdorf|Mandarinenfarm|Buchweizen|Haenyeo|Küstenstraße,Jeju|aldea folclórica|granja de mandarinas|trigo sarraceno|haenyeo|ruta costera,Jeju|aldeia folclórica|fazenda de tangerinas|trigo sarraceno|haenyeo|rota costeira,Jeju|làng dân gian|trang trại quýt|kiều mạch|haenyeo|đường ven biển,เชจู|หมู่บ้านพื้นบ้าน|สวนส้ม|ทุ่งบัควีท|แฮนยอ|เส้นทางชายฝั่ง,Jeju|desa rakyat|kebun jeruk|soba|haenyeo|jalan pantai,Jeju|kampung rakyat|ladang limau|soba|haenyeo|jalan pantai
landmark,Coastal Road,,성읍민속마을|오라동메밀밭|오라동|해녀마을|하도리,济州岛|城邑民俗村|橘子园|荞麦田|海女|油菜花|偶来小路|海岸公路|济州美食,jeju|seongeup folk village|tangerine farm|buckwheat|haenyeo|olle trail|coastal road,済州島|城邑民俗村|みかん農園|蕎麦畑|海女|オルレの道|海岸道路,Jeju|village folklorique|ferme de mandarines|sarrasin|haenyeo|route côtière,Jeju|Volksdorf|Mandarinenfarm|Buchweizen|Haenyeo|Küstenstraße,Jeju|aldea folclórica|granja de mandarinas|trigo sarraceno|haenyeo|ruta costera,Jeju|aldeia folclórica|fazenda de tangerinas|trigo sarraceno|haenyeo|rota costeira,Jeju|làng dân gian|trang trại quýt|kiều mạch|haenyeo|đường ven biển,เชจู|หมู่บ้านพื้นบ้าน|สวนส้ม|ทุ่งบัควีท|แฮนยอ|เส้นทางชายฝั่ง,Jeju|desa rakyat|kebun jeruk|soba|haenyeo|jalan pantai,Jeju|kampung rakyat|ladang limau|soba|haenyeo|jalan pantai
